TRIP_CODE,STARTPORT,ENDPORT,REGION,STARTLATITUDE,STARTLONGITUDE,STARTSAMPLEDATEUTC,ENDLATITUDE,ENDLONGITUDE,ENDSAMPLEDATEUTC,MILES,VESSEL_NAME,ACKNOWLEDGEMENTS
ABAB20200227,Great Australian Bight,Great Australian Bight,Great Australian Bight,-37.91378,125.94161,2020-02-27 02:01:35,-36.70789,135.33099,2020-02-28 04:05:54,460,Salome,Wallenius Wilhelmsen
ABAD20151126,Great Australian Bight,Adelaide,Great Australian Bight,-35.39449,132.75003,2015-11-26 17:34:41,-34.73434,135.96093,2015-11-27 09:43:47,170,RV Investigator,CSIRO; MNF - IN2015_C01
ABFR20140923,Great Australian Bight,Fremantle,Great Australian Bight,-35.33347,118.31441,2014-09-23 01:59:17,-35.24758,127.17074,2014-09-24 04:53:05,440,ANL Whyalla,ANL
ABFR20141203,Great Australian Bight,Fremantle,Great Australian Bight,-35.39527,121.03357,2014-12-03 00:31:16,-35.28205,129.28408,2014-12-04 15:01:06,410,ANL Whyalla,ANL
ABFR20150812,Great Australian Bight,Fremantle,Great Australian Bight,-35.38998,114.67821,2015-08-12 01:10:45,-32.81238,119.44805,2015-08-13 02:15:46,355,Philadelphia,Laeisz
ABFR20151116,Great Australian Bight,Fremantle,Great Australian Bight,-35.44763,117.81297,2015-11-16 23:23:27,-35.3172,126.78073,2015-11-18 00:12:31,445,ANL Waratah,ANL
ABFR20151219,Great Australian Bight,Fremantle,Great Australian Bight,-35.25822,120.10915,2015-12-19 00:20:13,-35.13417,125.19074,2015-12-20 01:41:38,255,RV Investigator,MNF - IN2015_C02
ABFR20161103,Great Australian Bight,Fremantle,Great Australian Bight,-36.46141,115.16389,2016-11-03 10:17:26,-34.7191,124.24042,2016-11-05 00:27:13,465,Salome,Wallenius Wilhelmsen
ABFR20161203,Great Australian Bight,Fremantle,Great Australian Bight,-36.76151,118.53871,2016-12-03 05:08:35,-35.53429,127.3652,2016-12-04 06:04:04,440,Tonsberg,Wallenius Wilhelmsen
ABFR20170308,Great Australian Bight,Fremantle,Great Australian Bight,-36.62723,117.0467,2017-03-08 07:08:04,-35.52528,125.89019,2017-03-09 06:29:44,440,Salome,Wallenius Wilhelmsen
ABFR20170403,Great Australian Bight,Fremantle,Great Australian Bight,-36.94095,122.85376,2017-04-03 10:28:31,-36.28973,127.75684,2017-04-04 00:06:14,245,Tonsberg,Wallenius Wilhelmsen
ABFR20170404,Great Australian Bight,Fremantle,Great Australian Bight,-35.74032,114.88804,2017-04-04 11:33:00,-34.53539,118.77608,2017-04-05 00:09:55,215,Tonsberg,Wallenius Wilhelmsen
ABFR20170702,Great Australian Bight,Fremantle,Great Australian Bight,-37.89865,125.37469,2017-07-02 01:58:26,-36.97941,134.04575,2017-07-03 01:36:40,425,Salome,Wallenius Wilhelmsen
ABFR20170703,Great Australian Bight,Fremantle,Great Australian Bight,-36.95433,116.78696,2017-07-03 01:59:42,-35.492,125.24715,2017-07-04 05:07:49,425,Salome,Wallenius Wilhelmsen
ABFR20170808,Great Australian Bight,Fremantle,Great Australian Bight,-37.02641,121.24053,2017-08-08 07:49:05,-36.07304,128.38504,2017-08-09 04:59:00,355,Tonsberg,Wallenius Wilhelmsen
ABFR20180811,Great Australian Bight,Fremantle,Great Australian Bight,-35.46785,116.43404,2018-08-11 02:58:43,-34.25583,124.58763,2018-08-12 02:46:30,415,Tonsberg,Wallenius Wilhelmsen
ABHO20130415,Great Australian Bight,Hobart,Great Australian Bight,-42.93111,131.04198,2013-04-15 04:02:21,-34.07261,144.83315,2013-04-21 02:16:55,720,Southern Surveyor,CSIRO
ADAB20140120,Adelaide,Great Australian Bight,Great Australian Bight,-35.41718,128.58354,2014-01-20 04:44:30,-35.02782,138.15625,2014-01-21 07:56:14,485,ANL Whyalla,ANL
ADAB20140331,Adelaide,Great Australian Bight,Great Australian Bight,-35.42663,126.84563,2014-03-31 05:55:36,-35.33058,136.11902,2014-04-01 08:00:04,460,ANL Whyalla,ANL
ADAB20140610,Adelaide,Great Australian Bight,Great Australian Bight,-35.46464,128.94671,2014-06-10 04:29:12,-35.24452,137.93905,2014-06-11 07:46:26,450,ANL Whyalla,ANL
ADAB20140921,Adelaide,Great Australian Bight,Great Australian Bight,-35.43834,131.97242,2014-09-21 13:59:56,-34.92546,138.22828,2014-09-22 06:54:04,325,ANL Whyalla,ANL
ADAB20141202,Adelaide,Great Australian Bight,Great Australian Bight,-35.45982,129.50372,2014-12-02 12:01:57,-34.93876,138.20761,2014-12-03 14:17:02,445,ANL Whyalla,ANL
ADAB20151027,Adelaide,Great Australian Bight,Great Australian Bight,-37.23624,134.27372,2015-10-27 22:10:01,-36.20056,138.22442,2015-10-28 18:40:31,210,RV Investigator,CSIRO; MNF - IN2015_C01
ADAB20151115,Adelaide,Great Australian Bight,Great Australian Bight,-35.50471,126.90147,2015-11-15 22:08:54,-35.3996,135.36736,2015-11-16 22:47:46,420,ANL Waratah,ANL
ADAB20161102,Adelaide,Great Australian Bight,Great Australian Bight,-37.61856,126.54042,2016-11-02 04:20:19,-36.82149,133.14456,2016-11-03 02:21:55,325,Salome,Wallenius Wilhelmsen
ADAB20161202,Adelaide,Great Australian Bight,Great Australian Bight,-37.99486,127.6524,2016-12-02 05:18:14,-36.80923,136.31435,2016-12-03 04:21:29,425,Tonsberg,Wallenius Wilhelmsen
ADAB20170307,Adelaide,Great Australian Bight,Great Australian Bight,-37.87859,126.10979,2017-03-07 06:57:51,-36.65575,135.38437,2017-03-08 06:28:56,455,Salome,Wallenius Wilhelmsen
ADAB20170402,Adelaide,Great Australian Bight,Great Australian Bight,-38.31349,133.3494,2017-04-02 06:20:45,-37.59922,138.21937,2017-04-02 20:03:21,240,Tonsberg,Wallenius Wilhelmsen
ADAB20170807,Adelaide,Great Australian Bight,Great Australian Bight,-37.99743,128.60947,2017-08-07 07:04:17,-37.05659,136.69755,2017-08-08 07:12:15,395,Tonsberg,Wallenius Wilhelmsen
ADAB20190428,Adelaide,Great Australian Bight,Great Australian Bight,-38.07671,128.10509,2019-04-28 01:45:20,-36.98968,136.3776,2019-04-28 23:59:09,405,Tonsberg,Wallenius Wilhelmsen
ADME20190806,Adelaide,Melbourne,Great Australian Bight,-38.96355,135.02705,2019-08-07 01:39:03,-37.92904,143.19859,2019-08-26 21:32:54,395,Tonsberg,Wallenius Wilhelmsen
ANHO20071125,Antarctica,Hobart,Southern Ocean,-60.0961,89.6107,2007-11-25 07:53:00,-47.9177,136.5035,2007-11-30 21:07:00,1805.59,Aurora Australis,SOCPR
ANHO20080121,Antarctica,Hobart,Southern Ocean,-63.2677,139.8854,2008-01-21 09:46:00,-50.4633,145.6991,2008-01-24 12:56:00,830.64,Aurora Australis,SOCPR
ANHO20090215,Antarctica,Hobart,Southern Ocean,-61.9965,149.2757,2009-02-15 01:54:00,-46.0082,150.144,2009-02-18 20:59:00,993.11,Aurora Australis,SOCPR
ANHO20100322,Antarctica,Hobart,Southern Ocean,-62.5906,89.6289,2010-03-22 00:37:00,-48.1112,135.3355,2010-03-27 03:29:00,1773.33,Aurora Australis,SOCPR
ANHO20110201,Antarctica,Hobart,Southern Ocean,-62.6246,146.5231,2011-02-01 02:46:00,-44.6674,147.4481,2011-02-05 08:53:00,669.29,Aurora Australis,SOCPR
ANHO20130106,Antarctica,Hobart,Southern Ocean,-47.7326,141.4121,2013-01-06 13:21:00,-44.3792,146.1588,2013-01-07 08:56:00,286.74,Aurora Australis,AAD; CSIRO; SOCPR
ANHO20130219,Antarctica,Hobart,Southern Ocean,-50.8031,135.6965,2013-02-19 21:38:00,-45.9235,144.0229,2013-02-21 02:15:00,447.27,Aurora Australis,AAD; CSIRO; SOCPR
ANHO20160105,Antarctica,Hobart,Southern Ocean,-47.6769,140.7863,2016-01-05 09:24:00,-44.237,146.2862,2016-01-06 08:56:00,313.64,Aurora Australis,AAD; CSIRO; SOCPR
ANHO20170120,Antarctica,Hobart,Southern Ocean,-46.6895,142.1653,2017-01-20 02:03:00,-43.5356,147.3668,2017-01-20 23:38:00,295.67,Aurora Australis,AAD; CSIRO; SOCPR
ANHO20180110,Antarctica,Hobart,Southern Ocean,-60.6829,118.6304,2018-01-06 21:50:00,-44.0696,146.845,2018-01-11 00:35:00,1321.66,Aurora Australis,AAD; CSIRO; SOCPR
ANHO20190302,Antarctica,Hobart,Southern Ocean,-47.2848,147.5428,2019-03-02 22:06:00,-43.4813,147.9049,2019-03-04 06:49:00,232.49,RV Investigator,AAD; CSIRO; MNF - IN2019_V01; SOCPR
AUHO20110607,Auckland,Hobart,Tasmania,-43.52586,148.23626,2011-06-07 09:24:24,-34.33328,174.335,2011-06-18 13:50:19,960,Southern Surveyor,CSIRO
BIER20120314,Border Island,Elusive Reef,Great Barrier Reef,-21.0077,149.26204,2012-03-14 23:32:24,-20.13755,152.78433,2012-03-15 21:57:56,210,RV Cape Ferguson,AIMS
BOBR20130727,Broome,Brisbane,Western Australia,-26.41529,121.59391,2013-07-27 11:45:37,-9.25103,153.62729,2013-08-09 17:36:00,2200,Southern Surveyor,CSIRO
BOPI20120816,Broome,Pil200,Western Australia,-19.4251,115.98672,2012-08-17 01:20:37,-18.67423,119.40347,2012-08-17 22:10:20,195,RV Solander,AIMS
BRDA20191004,Brisbane,Darwin,Northern East Australian Currect,-24.8313,134.57701,2019-10-04 13:18:13,-9.51025,154.0741,2019-10-12 09:47:29,1280,RV Investigator,CSIRO; MNF - IN2019_T02
BRER20140502,Brisbane,Elusive Reef,Great Barrier Reef,-25.76321,152.98173,2014-05-02 05:42:33,-20.9783,153.76488,2014-05-03 06:21:59,300,Island Chief,Swires
BRER20140606,Brisbane,Elusive Reef,Great Barrier Reef,-24.92543,152.84527,2014-06-06 21:12:29,-20.11665,153.77231,2014-06-07 21:46:54,300,Island Chief,Swires
BRER20140711,Brisbane,Elusive Reef,Great Barrier Reef,-25.679,153.43844,2014-07-11 06:12:50,-21.19405,154.08652,2014-07-12 06:09:44,285,Island Chief,Swires
BRER20140927,Brisbane,Elusive Reef,Great Barrier Reef,-26.27274,153.21564,2014-09-27 02:15:28,-19.49698,154.07477,2014-09-28 21:35:45,425,Island Chief,Swires
BRER20141106,Brisbane,Elusive Reef,Great Barrier Reef,-26.24777,153.41028,2014-11-06 05:52:04,-22.68281,154.075,2014-11-07 05:25:59,225,Island Chief,Swires
BRER20150206,Brisbane,Elusive Reef,Great Barrier Reef,-24.23821,151.73384,2015-02-06 01:27:23,-18.86575,153.76735,2015-02-07 05:54:43,350,Island Chief,Swires
BRER20150628,Brisbane,Elusive Reef,Great Barrier Reef,-25.44871,153.00895,2015-06-28 07:09:53,-21.11391,154.02539,2015-06-29 06:20:15,275,Island Chief,Swires
BRER20150801,Brisbane,Elusive Reef,Great Barrier Reef,-25.19172,150.57543,2015-08-01 02:11:08,-16.00383,153.99325,2015-08-02 21:58:51,595,Island Chief,Swires
BRER20150906,Brisbane,Elusive Reef,Great Barrier Reef,-26.56373,152.87599,2015-09-06 03:17:35,-20.89529,154.02802,2015-09-07 06:42:07,360,Island Chief,Swires
BRER20151113,Brisbane,Elusive Reef,Great Barrier Reef,-24.44593,152.18341,2015-10-14 05:19:05,-19.64934,153.78149,2015-11-14 21:57:01,310,Island Chief,Swires
BRFI20120504,Brisbane,Fiji,Great Barrier Reef,-24.60773,157.31757,2012-05-04 21:48:26,-23.88121,162.26642,2012-05-06 02:05:54,280,Southern Surveyor,CSIRO
BRGL20140101,Brisbane,Gladstone,Great Barrier Reef,-26.63215,151.84149,2014-01-01 08:52:51,-23.9152,153.4856,2014-01-02 04:34:09,235,Kweichow,Swires
BRGL20140307,Brisbane,Gladstone,Great Barrier Reef,-24.3693,151.6862,2014-03-07 01:12:11,-23.89339,153.36902,2014-03-07 09:19:32,105,Kweichow,Swires
BRGL20140923,Brisbane,Gladstone,Great Barrier Reef,-26.64882,151.86602,2014-09-23 02:06:40,-23.87259,153.47723,2014-09-23 23:04:06,235,Kweichow,Swires
BRGL20150130,Brisbane,Gladstone,Great Barrier Reef,-25.54168,151.73613,2015-01-30 22:13:12,-23.8612,153.48601,2015-01-31 13:10:51,175,Kweichow,Swires
BRGL20150412,Brisbane,Gladstone,Great Barrier Reef,-24.32468,151.61718,2015-04-12 22:43:35,-23.75398,153.31013,2015-04-13 07:47:03,105,Kweichow,Swires
BRHO20130927,Brisbane,Hobart,Southern East Australian Currect,-39.68396,148.67679,2013-09-27 23:00:20,-29.76053,153.68008,2013-10-01 07:47:27,540,Southern Surveyor,CSIRO
BRNC20150925,Brisbane,Newcastle,Northern East Australian Currect,-32.82449,152.23351,2015-09-25 06:53:49,-25.98696,153.74976,2015-09-26 22:28:24,435,Island Chief,Swires
BRNC20151206,Brisbane,Newcastle,Northern East Australian Currect,-33.04448,151.81505,2015-12-06 01:02:45,-24.63512,153.74995,2015-12-07 21:40:42,530,Island Chief,Swires
BRPK20161027,Brisbane,Port Kembla,Northern East Australian Currect,-32.31849,152.86634,2016-10-27 23:38:14,-29.97919,153.58839,2016-10-28 07:36:28,150,Salome,Wallenius Wilhelmsen
BRPK20161126,Brisbane,Port Kembla,Northern East Australian Currect,-34.03585,151.48286,2016-11-26 23:10:22,-27.90766,153.85,2016-11-28 02:30:08,400,Tonsberg,Wallenius Wilhelmsen
BRPK20170301,Brisbane,Port Kembla,Northern East Australian Currect,-33.9091,151.48593,2017-03-01 21:37:45,-26.88136,153.93802,2017-03-02 21:07:49,460,Salome,Wallenius Wilhelmsen
BRPK20170328,Brisbane,Port Kembla,Northern East Australian Currect,-32.56473,152.77086,2017-03-28 23:07:33,-28.91177,153.82167,2017-03-29 10:41:49,235,Tonsberg,Wallenius Wilhelmsen
BRPK20170627,Brisbane,Port Kembla,Northern East Australian Currect,-34.27371,151.07281,2017-06-27 01:30:49,-29.63609,153.65979,2017-06-27 20:00:08,320,Salome,Wallenius Wilhelmsen
BRPK20170731,Brisbane,Port Kembla,Northern East Australian Currect,-34.10363,151.40238,2017-07-31 01:53:29,-28.26844,153.84974,2017-07-31 23:21:16,385,Tonsberg,Wallenius Wilhelmsen
BRPK20171025,Brisbane,Port Kembla,Northern East Australian Currect,-32.05256,152.96804,2017-10-25 22:51:27,-30.11762,153.56227,2017-10-26 06:25:32,125,Salome,Wallenius Wilhelmsen
BRPK20171129,Brisbane,Port Kembla,Northern East Australian Currect,-33.99648,151.58166,2017-11-29 21:40:13,-27.79228,153.94817,2017-11-30 19:34:19,405,Tonsberg,Wallenius Wilhelmsen
BRPK20180306,Brisbane,Port Kembla,Northern East Australian Currect,-34.30458,151.13547,2018-03-06 23:17:07,-30.01085,153.53335,2018-03-08 16:07:42,295,Salome,Wallenius Wilhelmsen
BRPK20180402,Brisbane,Port Kembla,Northern East Australian Currect,-33.58549,151.92593,2018-04-02 00:24:29,-27.59228,153.84997,2018-04-03 00:24:11,385,Tonsberg,Wallenius Wilhelmsen
BRPK20180704,Brisbane,Port Kembla,Northern East Australian Currect,-34.15648,151.2252,2018-07-04 01:48:44,-29.18736,153.73515,2018-07-04 21:02:56,335,Salome,Wallenius Wilhelmsen
BRPK20180802,Brisbane,Port Kembla,Northern East Australian Currect,-33.67248,151.85944,2018-08-02 00:59:45,-27.94302,153.84833,2018-08-03 00:41:39,370,Tonsberg,Wallenius Wilhelmsen
BRPK20181110,Brisbane,Port Kembla,Northern East Australian Currect,-33.72929,151.63081,2018-11-10 18:58:33,-27.08325,153.85875,2018-11-11 19:11:58,430,Salome,Wallenius Wilhelmsen
BRPK20181214,Brisbane,Port Kembla,Northern East Australian Currect,-33.89438,151.66979,2018-12-14 23:52:38,-28.12952,153.84987,2018-12-15 18:43:44,375,Tonsberg,Wallenius Wilhelmsen
BRPK20190219,Brisbane,Port Kembla,Northern East Australian Currect,-32.70745,152.57884,2019-02-19 09:18:52,-26.80001,153.85999,2019-02-20 07:09:18,375,Salome,Wallenius Wilhelmsen
BRPK20190421,Brisbane,Port Kembla,Northern East Australian Currect,-32.87391,152.52197,2019-04-21 01:32:31,-26.83256,153.85,2019-04-21 20:35:11,385,Tonsberg,Wallenius Wilhelmsen
BRPK20190624,Brisbane,Port Kembla,Northern East Australian Currect,-33.77516,151.57858,2019-06-24 23:18:31,-26.60985,153.77577,2019-06-25 22:05:50,460,Salome,Wallenius Wilhelmsen
BRPK20191205,Brisbane,Port Kembla,Northern East Australian Currect,-34.24302,151.15393,2019-12-05 23:14:05,-28.28426,153.84952,2019-12-06 19:48:24,440,Tonsberg,Wallenius Wilhelmsen
BRPK20200412,Brisbane,Port Kembla,Northern East Australian Currect,-34.11649,151.33247,2020-04-12 23:17:16,-28.31178,153.85138,2020-04-13 20:15:34,385,Tonsberg,Wallenius Wilhelmsen
BRPK20200728,Brisbane,Port Kembla,Northern East Australian Currect,-33.8485,151.52024,2020-07-28 22:58:52,-28.39825,153.8633,2020-07-30 05:24:15,360,Salome,Wallenius Wilhelmsen
BRPK20200918,Brisbane,Port Kembla,Northern East Australian Currect,-33.21263,152.23589,2020-09-18 04:58:23,-26.90177,153.84833,2020-09-19 03:02:27,400,Tonsberg,Wallenius Wilhelmsen
BRPK20201216,Brisbane,Port Kembla,Northern East Australian Currect,-34.10729,151.27292,2020-12-16 16:48:17,-26.82622,153.8552,2020-12-17 19:04:00,480,Salome,Wallenius Wilhelmsen
BRSY20090627,Brisbane,Sydney,Northern East Australian Currect,-32.32437,152.82396,2009-06-26 22:08:06,-28.34227,153.81722,2009-06-27 11:20:41,250,ANL Windarra,ANL
BRSY20090725,Brisbane,Sydney,Northern East Australian Currect,-33.59754,151.80397,2009-07-25 05:26:45,-26.86324,153.82479,2009-07-26 00:49:28,435,ANL Windarra,ANL
BRSY20090822,Brisbane,Sydney,Northern East Australian Currect,-29.34488,153.45173,2009-08-21 18:57:33,-26.84856,153.82843,2009-08-22 02:45:00,160,ANL Windarra,ANL
BRSY20091016,Brisbane,Sydney,Northern East Australian Currect,-32.98908,152.33101,2009-10-16 13:44:48,-26.73775,153.8225,2009-10-17 11:45:13,380,ANL Windarra,ANL
BRSY20091212,Brisbane,Sydney,Northern East Australian Currect,-33.10688,152.22923,2009-12-12 06:08:03,-26.77037,153.82329,2009-12-13 03:50:08,410,ANL Windarra,ANL
BRSY20100111,Brisbane,Sydney,Northern East Australian Currect,-33.52172,151.87937,2010-01-11 07:43:39,-26.77238,153.82375,2010-01-12 05:56:14,440,ANL Windarra,ANL
BRSY20100309,Brisbane,Sydney,Northern East Australian Currect,-33.32658,152.03688,2010-03-09 22:07:27,-28.88466,153.78643,2010-03-10 12:16:33,290,ANL Windarra,ANL
BRSY20100529,Brisbane,Sydney,Northern East Australian Currect,-33.05311,152.28595,2010-05-29 06:42:12,-26.72882,153.76984,2010-05-30 12:47:25,375,ANL Windarra,ANL
BRSY20100810,Brisbane,Sydney,Northern East Australian Currect,-33.23032,152.12639,2010-08-10 04:50:44,-26.79619,153.76164,2010-08-11 04:42:50,415,ANL Windarra,ANL
BRSY20101017,Brisbane,Sydney,Northern East Australian Currect,-33.39612,151.97942,2010-10-16 22:41:23,-26.77165,153.76159,2010-10-18 06:57:00,430,ANL Windarra,ANL
BRSY20110305,Brisbane,Sydney,Northern East Australian Currect,-33.86454,151.57339,2011-03-05 05:47:28,-26.77292,153.76904,2011-03-06 16:58:04,465,ANL Windarra,ANL
