TAXON_NAME,STARTDATE,PARENT_NAME,TRAINING,COMMENTS
Centropages gracilis m,2008-09-29,,,
Gastropod operculum,2008-09-29,,,
Centropages bradyi j,2008-09-29,,,
Euchaeta acuta m,2008-09-29,,,
Primno spp.,2012-05-08,Hyperiid amphipod,,Not routinely identified
Pareucalanus sewelli f,2008-09-29,,,
Salpidae sol,2013-07-24,Salpidae,Internal training,
Pareucalanus sewelli m,2008-09-29,,,
Paracalanus indicus i,2010-09-16,Paracalanus spp. j,Internal training,
Euchirella spp. j,2008-09-29,,,
Calanopia australica f,2008-09-29,,,
Agetus spp. j,2010-01-12,Corycaeus spp.,Internal training Dahl & Tanaka,
Lubbockia spp. m,2008-09-29,,,
Calanoides acutus m,2008-09-29,,,Australian species currently being reviewed by Janet Bradford-Greive
Paraeuchaeta antarctica f,2008-09-29,,,
Paraeuchaeta antarctica m,2008-09-29,,,
Paraeuchaeta exigua f,2008-09-29,,,
Paraeuchaeta exigua m,2008-09-29,,,
Paralabidocera antarctica f,2008-09-29,,,
Paralabidocera antarctica m,2008-09-29,,,
Rhincalanus gigas f,2008-09-29,,,
Rhincalanus gigas m,2008-09-29,,,
Stephos longipes f,2008-09-29,,,
Stephos longipes m,2008-09-29,,,
Pterosagitta draco,2010-09-23,Chaetognatha,External training Mark Gibbons,Not routinely identified
Pleuromamma quadrungulata m,2008-09-29,,,
Paraeuchaeta tumidula f,2008-09-29,,,
Oithona australis f,2011-07-08,Oithona Grp2 (diamond) f,External training Dave McKinnon,
Calanoides macrocarinatus f,2008-09-29,,,Australian species currently being reviewed by Janet Bradford-Greive
Calanoides macrocarinatus m,2008-09-29,,,Australian species currently being reviewed by Janet Bradford-Greive
Calanus propinquus f,2008-09-29,,,
Calanus propinquus m,2008-09-29,,,
Calanus simillimus f,2008-09-29,,,
Calanus simillimus m,2008-09-29,,,
Paraeuchaeta biloba f,2008-09-29,,,
Paraeuchaeta biloba m,2008-09-29,,,
Oithona similis m,2011-07-08,Oithona Grp1 (flat head) f,,Used in SO where O. decipens does not occur; Oithonidae males not routinely speciated
Microcalanus pygmaeus m,2008-09-29,,,
Acartia tranteri,2008-09-29,,,
Corycaeus vitreus m,2010-01-12,Corycaeus spp.,Internal training Dahl & Tanaka,
Centropages orsinii,2008-09-29,,,
Euchirella rostromagna m,2008-09-29,,,
Haloptilus oxycephalus f,2008-09-29,,,
Haloptilus oxycephalus m,2008-09-29,,,
Metridia gerlachei m,2008-09-29,,,
Microcalanus pygmaeus f,2008-09-29,,,
Paraeuchaeta barbata f,2008-09-29,,,
Pleuromamma robusta f,2008-09-29,,,
Pleuromamma robusta m,2008-09-29,,,
Scolecithricella minor f,2008-09-29,,,
Scolecithricella minor m,2008-09-29,,,
Oithona tenuis f,2011-07-08,Oithona Grp3 (pointy head) f,External training Dave McKinnon,
Oithona attenuata stocky f,2011-07-08,Oithona Grp2 (diamond) f,External training Dave McKinnon,
Clausocalanus brevipes,2008-09-29,Clausocalanus spp. f,Internal training Frost & Fleminger,
Candacia cheirura,2008-09-29,,,
Acartia danae,2008-09-29,,,
Pleuromamma abdominalis,2008-09-29,,,
Pleuromamma gracilis,2008-09-29,,,
Paraeuchaeta exigua,2008-09-29,,,
Stephos longipes,2008-09-29,,,
Drepanopus spp.,2008-09-29,,,
Metridia lucens,2008-09-29,,,
Centropages bradyi,2008-09-29,,,
Pleuromamma piseki,2008-09-29,,,
Clausocalanus laticeps,2008-09-29,,Internal training Frost & Fleminger,Identified from the SO with sexing
Neocalanus tonsus,2008-09-29,,,
Oithona similis,2011-07-08,Oithona Grp1 (flat head) f,,Used in SO where O. decipens does not occur
Candacia maxima,2008-09-29,,,
Oithona frigida,2011-07-08,,,
Onchocalanus spp.,2008-09-29,,,
Microcalanus pygmaeus,2008-09-29,,,
Clausocalanus spp.,2008-09-29,,Internal training Frost & Fleminger,
Euchirella rostromagna,2008-09-29,,,
Candacia falcifera,2008-09-29,,,
Calanoides macrocarinatus,2008-09-29,,,Australian species currently being reviewed by Janet Bradford-Greive
Mecynocera clausi,2008-09-29,,,
Metridia spp.,2008-09-29,,,
Paraheterorhabdus farrani,2008-09-29,,,
Metridia gerlachei,2008-09-29,,,
Calanus propinquus,2008-09-29,,,
Haloptilus oxycephalus,2008-09-29,,,
Heterorhabdus lobatus,2008-09-29,,,
Scolecithricella minor,2008-09-29,,,
Calanoides acutus,2008-09-29,,,Australian species currently being reviewed by Janet Bradford-Greive
Mesocalanus j,2008-09-29,,,
Heterorhabdus lobatus m,2008-09-29,,,
Acrocalanus spp. j,2008-09-29,Calanoid j,,Not counted routinely; normally counted as calanoid j
Branchiostoma spp.,2008-09-29,,,
Auricularia spp. larvae,2015-11-01,Decapod larvae,External training David Conway,
Lingula spp. larvae,2008-09-29,Brachiopoda,,Not routinely identified
Cumacea,2008-09-29,,,
Doliolidae,2008-09-29,,,
Calocalanus plumulosus j,2008-09-29,,,
Metacalanus aurivillii m,2008-09-29,,,
Oithona plumifera j,2011-07-08,Oithona Grp3 (pointy head) f,,
Kelleria spp. m,2008-09-29,,,
Caridea zoea,2008-09-29,,,
Labidocera laevidentata f,2008-09-29,,,
Rotalia spp.,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Oncaea venusta complex j,2008-09-29,,,
Pilidium larvae,2008-09-29,Nematoda,,Not routinely identified
Terebellidae,2008-09-29,,,
Scolecithricella spp. j,2008-09-29,,,
Pontellina spp.,2008-09-29,,,
Subeucalanus spp.,2008-09-29,,,
Thysanoessa spp.,2008-09-29,,,Speciated routinely in SO samples
Brachiolaria larvae,2015-11-01,Decapod larvae,External training David Conway,
Scolecithrix danae j,2008-09-29,,,
Acartia pacifica j,2008-09-29,,,
Spinoncaea spp. m,2008-09-29,,,
Tortanus spp.,2008-09-29,,,
Paracalanus spp. i,2010-09-16,Paracalanus spp. j,Internal training in intersexes by Felipe Gusmao,
Oxycephalidae,2012-08-28,Hyperiid amphipod,,Not routinely identified
Evadne spinifera m,2010-03-24,Evadne spinifera,Internal training,
Paraeuchaeta spp. m,2008-09-29,,,
Paraeuchaeta spp. f,2008-09-29,,,
Abylopsis eschscholtzii,2010-09-14,Siphonophore,,Not routinely identified
Sulculeolaria spp.,2010-09-14,,,
Gonophores unid,2011-07-01,Siphonophore,,Not routinely identified
Candacia bipinnata,2008-09-29,,,
Scolecitrichidae m,2008-09-29,,,
Heterorhabdus spinifrons m,2008-09-29,,,
Scaphocalanus brevicornis f,2008-09-29,,,
Ostracod gravid,2012-10-15,Ostracod,Internal training,Not routinely identified
Candacia worthingtoni f,2008-09-29,,,
Euchaeta longicornis f,2008-09-29,,,
Ditrichocorycaeus minimus m,2013-03-22,Corycaeus spp.,Internal training Dahl & Tanaka,
Cyttarocylis spp.,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Brachyuran megalopa,2008-09-29,Megalope,,Not counted routinely; normally counted as megalope
Foraminifera,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Ascampbelliella spp.,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Undella spp.,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Codonellopsis orthoceras,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Clausocalanus ingens m,2009-10-12,,Internal training Frost & Fleminger,Clausocalanus males not routinely speciated
Calanidae j,2008-09-29,,,
Farranula rostrata m,2010-01-12,,,Farranula males not routinely speciated
Cephalopoda j,2008-09-29,,,
Tintinnina ,2011-01-01,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Oithona decipiens f,2011-07-08,Oithona Grp1 (flat head) f,,
Acartia pacifica mertoni f,2008-09-29,,,
Calanopia spp.,2008-09-29,,,
Canthocalanus pauper,2008-09-29,,,
Mesocalanus spp. CV,2008-09-29,,,Not routinely counted; normally counted as Calanid CV
Undinula vulgaris,2008-09-29,,,
Euphausid larvae,2008-09-29,,,
Farranula gibbula m,2010-01-12,,,Farranula males not routinely speciated
Haloptilus longicornis f,2008-09-29,,,
Heterorhabdus papilliger m,2008-09-29,,,
Heterorhabdus spp. m,2008-09-29,,,
Temora turbinata j,2008-09-29,,,Not counted routinely; normally counted as Temora j
Oithona fallax f,2011-07-08,Oithona Grp1 (flat head) f,External training Dave McKinnon,
Oncaea atlantica complex f,2010-09-23,,,
Oncaea zernovi complex f,2010-09-23,Oncaea spp. f,,Not routinely identified
Oncaea zernovi complex m,2010-09-23,Oncaea spp. m,,Oncaeidae males not routinely speciated unless found coupled or assigned to a dominant female count
Scolecithricella spp. f,2008-09-29,,,
Scolecithrix bradyi f,2008-09-29,,,
Spinoncaea spp. f,2008-09-29,,,
Sulcanus conflictus j,2008-09-29,,,
Pontella novaezealandiae m,2008-09-29,,,
Poecilostomatoida / Cyclopoid m,2008-09-29,,,
Acartia fossae m,2008-09-29,,,
Stephos maculosus f,2008-09-29,,,
Oithona simplex m,2011-07-08,Oithona spp. small m,,Oithonidae males not routinely speciated
Triconia conifera complex m,2010-09-23,Oncaea spp. m,,Not routinely identified
Acartia pacifica,2008-09-29,,,
Triconia dentipes f,2010-09-23,Oncaea spp. f,External training Ruth Bottger Schnack,
Dioithona rigida m,2011-07-08,Oithona spp. small m,,Oithonidae males not routinely speciated
Triconia spp. m,2010-09-23,Oncaea spp. f,External training Ruth Bottger Schnack,
Oncaea venusta medium m,2010-09-23,,,Oncaeidae males not routinely speciated unless found coupled or assigned to a dominant female count
Neocalanus gracilis CV,2008-09-29,,,Not routinely counted; normally counted as Calanid CV
Calanoides spp.,2008-09-29,,,Australian species currently being reviewed by Janet Bradford-Greive
Pareucalanus spp.,2008-09-29,,,
Labidocera farrani f,2008-09-29,,,
Oithona attenuata f,2011-07-08,Oithona Grp2 (diamond) f,External training Dave McKinnon,
Corycaeidae m,2008-09-29,Corycaeus spp.,Internal training Dahl & Tanaka,
Corycaeidae f,2008-09-29,Corycaeus spp.,Internal training Dahl & Tanaka,
Acartia bispinosa m,2008-09-29,,,
Mesosagitta minima,2010-09-23,Chaetognatha,External training Mark Gibbons,Not routinely identified
Ctenocalanus spp. j,2008-09-29,Calanoid j,,Not counted routinely; normally counted as calanoid j
Euchirella rostrata,2008-09-29,,,
Salpa fusiformis,2008-09-29,Salpidae,,Not routinely identified
Ditrichocorycaeus spp.,2010-01-12,Corycaeus spp.,Internal training Dahl & Tanaka,
Rhincalanus cornutus j,2008-09-29,Rhincalanidae j,,Not routinely counted; normally counted as Rhincalanus j
Nyctiphanes spp.,2008-09-29,,,Speciated routinely in SO samples
Lucicutia gaussae m,2008-09-29,,,
Parundinella dakini m,2008-09-29,,,
Parundinella dakini f,2008-09-29,,,
Eucalanus hyalinus m,2008-09-29,,,
Acartia clausi f,2008-09-29,,,
Dioithona oculata f,2011-07-08,Oithona Grp5 (orange furcae) f,External training Dave McKinnon,
Labidocera tasmanica f,2008-09-29,,,
Cyttarocylis ampulla,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Stephos maculosus m,2008-09-29,,,
Thysanoessa macrura FIII,2008-09-29,,,Speciated routinely in SO samples
Hyperiid j,2008-09-29,,,
Travisiopsis spp.,2013-01-01,Polychaete,,Not routinely identified
Lubbockia squillimana m,2008-09-29,,,
Amphinema spp.,2011-07-01,Medusa,External training Mark Gibbons,Not routinely identified
Fritillaria borealis sargassi,2011-07-01,Fritillariidae,,Not routinely identified
Rhabdonella spp.,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Oncaea vodjanitskii complex f,2010-09-23,Oncaea spp. f,,Not routinely identified
Epiplocylis spp.,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Paraeuchaeta spp. j,2008-09-29,,,
Pleopis polyphemoides,2010-03-24,Cladoceran,,Not routinely identified
Isopod j,2008-09-29,,,
Euconchoecia spp.,2014-02-14,Ostracod,,Not routinely identified
Conchoecia spp.,2014-03-24,Ostracod,,Not routinely identified
Codonellopsis spp.,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Firoloida spp.,2008-09-29,,,
Oikopleura longicauda,2010-09-23,,,
Fritillaria borealis,2011-07-01,Fritillariidae,,Not routinely identified
Lensia multicristata,2010-09-14,Siphonophore,,Not routinely identified
Xystonella spp.,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Globigerinidae,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Labidocera farrani m,2008-09-29,,,
Labidocera kroyeri m,2008-09-29,,,
Pseudodiaptomus aurivillii m,2008-09-29,,,
Favella spp.,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Pontellidae m,2008-09-29,,,
Corycaeidae,2008-09-29,,,
Copilia lata f,2008-09-29,,,
Atlanta spp.,2014-08-13,,,
Labidocera acutifrons m,2008-09-29,,,
Lubbockia aculeata j,2008-09-29,,,
Paraeuchaeta longicornis f - UNACCEPTED,2008-09-29,,,
Jasus edwardsii,2014-09-04,Decapod larvae,External training David Conway,Not routinely identified
Pelagosphera larvae,2014-09-25,Sipunculid worm larvae,,Not routinely identified
Scaphocalanus curtus f,2008-09-29,,,
Pontellina spp. f,2008-09-29,,,
Clausocalanus lividus f,2009-10-12,Clausocalanus spp. f,Internal training Frost & Fleminger,
Calocalanus elongatus f,2008-09-29,,,
Neocalanus tonsus CV,2008-09-29,,,Not routinely counted; normally counted as Calanid CV
Thysanoessa gregaria furcilia FV,2008-09-29,,,Speciated routinely in SO samples
Thysanoessa gregaria furcilia FIV,2008-09-29,,,Speciated routinely in SO samples
Pleuromamma xiphias m,2008-09-29,,,
Lycaea pachypoda f,2014-11-27,Hyperiid amphipod,,Not routinely identified
Lycaea pachypoda m,2014-11-27,Hyperiid amphipod,,Not routinely identified
Ophiuroidea,2014-12-02,Echinoderm larvae,,Not routinely identified
Anthoathecata,2011-07-01,,,
Clytia spp.,2011-07-01,Medusa,,Not routinely identified
Nanomia spp.,2010-09-14,Siphonophore,,Not routinely identified
Dadayiella ganymedes,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Candacia bipinnata j,2008-09-29,,,
Scolecithricella dentata f,2008-09-29,,,
Acartia bispinosa f,2008-09-29,,,
Salpingella spp.,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Parundella spp.,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Pluteus larva,2014-10-30,Echinoderm larvae,,Not routinely identified
Fritillaria haplostoma,2011-07-01,Fritillariidae,,Not routinely identified
Leptomedusae,2010-01-11,Medusa,Taxonomic workshop,
Mollusc veliger,2013-10-14,,,
Echinospira larva,2014-10-27,Echinoderm larvae,,Not routinely identified
Calocalanus cf. longispinus,2008-09-29,,,
Fritillaria formica,2011-07-01,Fritillariidae,,Not routinely identified
Spionidae,2008-09-29,,,
Tectillaria fertilis,2010-09-23,,,
Scolecitrichidae j,2008-09-29,,,
Cypridina spp.,2014-05-12,Ostracod,,Not routinely identified
Brooksia rostrata,2010-01-14,,,
Acartia pietschmani f,2008-09-29,,,
Codonella spp.,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Pareucalanus attenuatus m,2008-09-29,,,
Pareucalanus attenuatus j,2008-09-29,,,
Pareucalanus attenuatus f,2008-09-29,,,
Parvocalanus spp. j,2008-09-29,,,
Lycaeopsidae,2013-12-20,Hyperiid amphipod,,Not routinely identified
Amallothrix tenuiserrata f,2008-09-29,,,
Tintinnopsis spp.,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Rhincalanus cornutus,2008-09-29,,,
Oncaea media m,2010-09-23,,,Not routinely identified
Clytemnestra longipes f,2008-09-29,,,
Brachiopoda larvae,2014-06-05,,,
Eucalanidae f,2008-09-29,,,
Desmopterus spp.,2008-09-29,,,
Centropages orsinii j,2008-09-29,,,
Oncaea spp. m <0.4mm,2015-05-01,Oncaea spp. m,Internal training,Better size discrimination of Oncaea/Triconia males
Oncaea spp. m 0.4<>0.7mm,2015-05-01,Oncaea spp. m,Internal training,Better size discrimination of Oncaea/Triconia males
Oncaea spp. m >0.7mm,2015-05-01,Oncaea spp. m,Internal training,Better size discrimination of Oncaea/Triconia males
Agalma spp.,2010-09-14,,,
Haloptilus spp. j,2008-09-29,,,
Holothurian auricularia larva,2014-12-18,Echinoderm larvae,,Not routinely identified
Pareucalanus spp. f,2008-09-29,,,
Euphausiid furcilia FI,2008-09-29,,,
Euphausiid furcilia FIV,2008-09-29,,,
Rhabdonella spiralis,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Euphausiid calyptope CI,2008-09-29,,,
Euphausiid calyptope CII,2008-09-29,,,
Euphausiid furcilia FIII,2008-09-29,,,
Eudoxoides spp.,2010-09-14,Siphonophore,External training Mark Gibbons,Not routinely identified
Pontoeciella spp. j,2008-09-29,,,Only 1 accepted species - P. abyssicola
Lipmanella dictyoceras,2015-03-06,Radiozoa,,Not routinely identified
Bipinnaria larva,2015-03-06,Echinoderm larvae,,Not routinely identified
Leprotintinnus nordqvisti,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Calanoides spp. CIV,2008-09-29,,,Australian species currently being reviewed by Janet Bradford-Greive
Euchirella rostromagna j,2008-09-29,,,
Ambunguipes spp.,2008-09-29,,,
Calanopia spp. m,2008-09-29,,,
Nyctiphanes australis FII,2008-09-29,,,Speciated routinely in SO samples
Nyctiphanes australis FIV,2008-09-29,,,Speciated routinely in SO samples
Codonellopsis morchella,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Scolecithricella longifurca m,2008-09-29,,,
Ephyra larva,2011-07-01,,,
Bestiolina similis i,2010-09-16,,,
Anomura megalopa larvae,2015-11-01,Decapod larvae,External training David Conway,
Polynoid polychaeta,2008-09-29,,,
Calanus australis CIV,2008-09-29,Calanid CIV,,Not routinely counted; normally counted as Calanid CIV
Diacria spp.,2008-09-29,,,
Diacavolinia longirostris,2008-09-29,,,
Euphysa spp.,2011-07-01,,,
Euconchoecia aculeata,2015-11-01,Ostracod,External training David Conway,
Clupeidae,2008-09-29,,,
Thysanoessa gregaria adult,2016-10-18,,,Speciated routinely in SO samples
Triconia dentipes complex m,2010-09-23,Oncaea spp. f,External training Ruth Bottger Schnack,
Ihlea magalhanica agg,2008-09-29,,,
Holothurian doliolaria larva,2014-12-18,Echinoderm larvae,,Not routinely identified
Amplectella tricollaria,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Triconia denticula f,2010-09-23,Oncaea spp. f,External training Ruth Bottger Schnack,Species confirmed by Ruth Boettger-Schnack 20150121.
Rhabdonella amor,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Bougainvillia spp.,2011-07-01,Medusa,,Not routinely identified
Nematoscelis megalops f,2008-09-29,,,
Euphausiid calyptope CIII,2008-09-29,,,
Euphausiid furcilia FV,2008-09-29,,,
Euphausiid furcilia FII,2008-09-29,,,
Sapphirina cf. nigromaculata m,2008-09-29,,,
Ophiopluteus,2015-11-01,Echinoderm larvae,External training David Conway,
Nyctiphanes australis FIII,2008-09-29,,,Speciated routinely in SO samples
Nyctiphanes australis FV,2008-09-29,,,Speciated routinely in SO samples
Podocoryna,2015-03-25,,,
Salpingella acuminata,2013-03-22,,,
Tintinnopsis lobiancoi,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Tintinnopsis radix,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Tintinnopsis mortensenii,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Centropages elegans m,2008-09-29,,,
Scaphocalanus echinatus m,2008-09-29,,,
Eutintinnus spp.,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Tornaria larva,2015-04-09,,,
Cyttarocylis ampulla f. cassis,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Dictyocysta spp.,2013-03-22,,,
Kuhnia spp. cyst,2016-03-01,,,
Xystonellopsis heros,2013-03-22,,,
Dromiidae larvae,2015-11-01,Decapod larvae,External training David Conway,
Echinopluteus,2015-11-01,Echinoderm larvae,External training David Conway,
Krohnitta spp.,2010-09-23,,,
Caridea megalopa larvae,2015-11-11,Decapod larvae,External training David Conway,
Climacocylis scalaria,2013-03-22,,,
Protozoea decapod larvae,2015-11-01,Decapod larvae,External training David Conway,
Cymbaloporetta spp.,2016-04-14,Foraminifera,,Not routinely identified
Nyctiphanes australis FI,2008-09-29,,,Speciated routinely in SO samples
Hydromyles globulosus,2014-12-22,,,
Xystonellopsis spp.,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Codonellopsis obesa,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Codonella amphorella,2013-03-22,No previous id,,Tintinnids and Forams not counted in zooplankton NRS before March 2013
Codonella galea,2013-03-22,,,
Schizopera spp. f,2015-07-27,,,
Plastic blue strand,2015-08-24,Plastic (NRS),,Plastic pieces to be counted from this data
Plastic red strand,2015-08-24,Plastic (NRS),,Plastic pieces to be counted from this data
Plastic yellow strand,2015-08-24,Plastic (NRS),,Plastic pieces to be counted from this data
Plastic green strand,2015-08-24,Plastic (NRS),,Plastic pieces to be counted from this data
Plastic clear strand,2015-08-24,Plastic (NRS),,Plastic pieces to be counted from this data
Plastic black strand,2015-08-24,Plastic (NRS),,Plastic pieces to be counted from this data
Plastic blue bead,2015-08-24,Plastic (NRS),,Plastic pieces to be counted from this data
Plastic red bead,2015-08-24,Plastic (NRS),,Plastic pieces to be counted from this data
Plastic yellow bead,2015-08-24,Plastic (NRS),,Plastic pieces to be counted from this data
Plastic green bead,2015-08-24,Plastic (NRS),,Plastic pieces to be counted from this data
Plastic clear bead,2015-08-24,Plastic (NRS),,Plastic pieces to be counted from this data
Plastic black bead,2015-08-24,Plastic (NRS),,Plastic pieces to be counted from this data
Plastic blue flake,2015-08-24,Plastic (NRS),,Plastic pieces to be counted from this data
Plastic red flake,2015-08-24,Plastic (NRS),,Plastic pieces to be counted from this data
Plastic yellow flake,2015-08-24,Plastic (NRS),,Plastic pieces to be counted from this data
Plastic green flake,2015-08-24,Plastic (NRS),,Plastic pieces to be counted from this data
Plastic clear flake,2015-08-24,Plastic (NRS),,Plastic pieces to be counted from this data
Plastic black flake,2015-08-24,Plastic (NRS),,Plastic pieces to be counted from this data
Plastic other,2015-08-24,Plastic (NRS),,Plastic pieces to be counted from this data
Gebiidea zoea,2015-11-01,Decapod larvae,External training David Conway,
Callianassidae zoea,2015-11-01,Decapod larvae,External training David Conway,
Corycaeus spp. j,2010-01-12,,,
Scolecitrichopsis ctenopus f,2008-09-29,,,
Eucheilota spp.,2011-07-01,,,
Eutima spp.,2011-07-01,,,
Paralovenia spp.,2011-07-01,,,
Xystonella treforti,2013-03-22,,,
Parundinella dakini j,2008-09-29,,,
Acrocalanus gracilis i,2008-09-29,,,
Dendrobranchiata larvae,2015-11-01,Decapod larvae,External training David Conway,
Ocyropsis spp.,2008-09-29,,,
Astacidea zoea,2015-11-01,Decapod larvae,External training David Conway,
Codonellopsis ostenfeldi,2013-03-22,,,
Gazelletta hexanema ,2008-09-29,,,
Xystonellopsis pulchra ,2013-03-22,,,
Acantharia,2008-09-29,,,
Sphaeronectes spp.,2010-09-14,,,
Paraclione spp.,2008-09-29,,,
Oncaea minima complex f,2008-09-29,,,
